"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2013년 12월 27일","1,731.05","1,727.70","1,734.14","1,722.62","23.77K","-0.05%"
"2013년 12월 26일","1,731.87","1,737.36","1,742.06","1,729.68","27.74K","-0.26%"
"2013년 12월 24일","1,736.42","1,741.26","1,743.51","1,734.13","31.24K","-0.09%"
"2013년 12월 23일","1,738.00","1,734.09","1,742.28","1,729.71","28.11K","0.84%"
"2013년 12월 20일","1,723.44","1,713.15","1,724.76","1,712.66","25.86K","0.45%"
"2013년 12월 19일","1,715.65","1,734.76","1,735.75","1,711.21","32.58K","0.17%"
"2013년 12월 18일","1,712.82","1,711.18","1,722.92","1,705.00","31.92K","0.48%"
"2013년 12월 17일","1,704.65","1,715.54","1,718.45","1,701.27","55.58K","0.35%"
"2013년 12월 16일","1,698.71","1,696.34","1,706.25","1,692.32","23.89K","0.03%"
"2013년 12월 13일","1,698.16","1,702.37","1,703.31","1,687.34","34.45K","-0.58%"
"2013년 12월 12일","1,708.09","1,706.73","1,710.23","1,698.89","58.89K","-0.55%"
"2013년 12월 11일","1,717.51","1,725.74","1,738.42","1,712.51","28.08K","-0.84%"
"2013년 12월 10일","1,732.04","1,738.07","1,740.22","1,730.02","26.78K","-0.43%"
"2013년 12월 09일","1,739.54","1,737.54","1,743.20","1,736.13","24.88K","1.19%"
"2013년 12월 06일","1,719.15","1,720.90","1,728.63","1,717.48","27.03K","-0.07%"
"2013년 12월 05일","1,720.27","1,729.33","1,729.94","1,707.22","26.55K","-0.09%"
"2013년 12월 04일","1,721.78","1,736.66","1,744.14","1,721.78","26.65K","-1.39%"
"2013년 12월 03일","1,746.02","1,758.21","1,763.18","1,745.50","30.74K","-1.03%"
"2013년 12월 02일","1,764.11","1,784.27","1,786.97","1,763.46","29.19K","-0.72%"
"2013년 11월 29일","1,776.99","1,777.72","1,781.51","1,770.86","23.79K","-0.03%"
"2013년 11월 28일","1,777.50","1,771.06","1,779.87","1,769.48","33.24K","1.02%"
"2013년 11월 27일","1,759.55","1,746.54","1,759.55","1,741.80","57.03K","0.33%"
"2013년 11월 26일","1,753.69","1,738.32","1,753.72","1,731.45","26.91K","0.40%"
"2013년 11월 25일","1,746.78","1,750.65","1,761.67","1,746.78","27.45K","0.51%"
"2013년 11월 22일","1,737.99","1,735.55","1,744.24","1,725.40","26.73K","0.64%"
"2013년 11월 21일","1,726.91","1,745.94","1,745.94","1,718.84","26.80K","-1.33%"
"2013년 11월 20일","1,750.26","1,762.27","1,763.28","1,744.24","51.48K","-0.89%"
"2013년 11월 19일","1,766.02","1,747.08","1,770.58","1,746.24","33.15K","1.00%"
"2013년 11월 18일","1,748.60","1,750.12","1,753.72","1,744.84","21.68K","0.35%"
"2013년 11월 15일","1,742.48","1,715.57","1,742.85","1,715.57","30.45K","2.44%"
"2013년 11월 14일","1,700.90","1,715.94","1,717.41","1,699.38","30.32K","0.20%"
"2013년 11월 13일","1,697.56","1,728.81","1,729.15","1,697.56","29.95K","-1.96%"
"2013년 11월 12일","1,731.54","1,720.12","1,736.98","1,719.93","25.05K","1.14%"
"2013년 11월 11일","1,712.05","1,722.70","1,722.70","1,707.41","25.15K","0.06%"
"2013년 11월 08일","1,711.09","1,715.50","1,726.41","1,711.09","30.01K","-1.22%"
"2013년 11월 07일","1,732.28","1,740.00","1,742.18","1,726.49","22.37K","-0.39%"
"2013년 11월 06일","1,739.04","1,745.42","1,751.60","1,737.77","27.52K","-0.26%"
"2013년 11월 05일","1,743.53","1,757.31","1,758.86","1,739.07","24.21K","-0.59%"
"2013년 11월 04일","1,753.92","1,762.54","1,763.52","1,751.94","29.44K","-0.79%"
"2013년 11월 01일","1,767.92","1,761.17","1,767.92","1,757.24","25.22K","0.91%"
"2013년 10월 31일","1,752.01","1,776.84","1,780.97","1,752.01","32.77K","-1.86%"
"2013년 10월 30일","1,785.16","1,781.66","1,785.16","1,770.06","26.37K","0.32%"
"2013년 10월 29일","1,779.41","1,775.25","1,781.68","1,767.37","29.37K","0.15%"
"2013년 10월 28일","1,776.83","1,762.22","1,776.83","1,758.82","27.93K","1.02%"
"2013년 10월 25일","1,758.84","1,770.04","1,770.04","1,747.93","33.35K","-0.61%"
"2013년 10월 24일","1,769.61","1,759.38","1,769.61","1,752.85","27.95K","0.44%"
"2013년 10월 23일","1,761.89","1,788.18","1,789.17","1,761.74","52.01K","-1.17%"
"2013년 10월 22일","1,782.78","1,783.96","1,783.96","1,773.26","41.48K","-0.31%"
"2013년 10월 21일","1,788.32","1,792.77","1,800.45","1,783.40","30.37K","-0.10%"
"2013년 10월 18일","1,790.15","1,787.53","1,790.15","1,780.16","36.10K","0.52%"
"2013년 10월 17일","1,780.92","1,785.39","1,786.59","1,776.20","42.53K","0.62%"
"2013년 10월 16일","1,770.01","1,775.51","1,783.88","1,770.01","31.71K","-0.35%"
"2013년 10월 15일","1,776.16","1,767.71","1,777.42","1,767.71","29.51K","1.29%"
"2013년 10월 14일","1,753.59","1,758.28","1,760.60","1,753.59","28.89K","-0.20%"
"2013년 10월 11일","1,757.09","1,748.08","1,759.15","1,743.12","40.34K","1.38%"
"2013년 10월 10일","1,733.23","1,731.37","1,741.15","1,728.85","31.92K","0.00%"
"2013년 10월 08일","1,733.23","1,718.59","1,733.23","1,713.19","41.95K","0.51%"
"2013년 10월 07일","1,724.47","1,723.92","1,729.31","1,721.22","32.68K","0.21%"
"2013년 10월 04일","1,720.83","1,725.16","1,730.93","1,711.77","40.63K","0.08%"
"2013년 10월 02일","1,719.39","1,726.50","1,728.12","1,716.37","37.06K","0.41%"
"2013년 10월 01일","1,712.45","1,708.83","1,723.42","1,707.62","26.07K","0.34%"
"2013년 09월 30일","1,706.68","1,710.88","1,716.74","1,704.64","29.67K","-0.77%"
"2013년 09월 27일","1,719.96","1,722.88","1,725.22","1,718.08","27.53K","0.09%"
"2013년 09월 26일","1,718.38","1,704.06","1,718.38","1,703.27","25.39K","0.50%"
"2013년 09월 25일","1,709.85","1,716.80","1,719.42","1,701.94","29.41K","-0.60%"
"2013년 09월 24일","1,720.24","1,710.84","1,724.30","1,703.29","29.73K","0.05%"
"2013년 09월 23일","1,719.37","1,711.84","1,725.94","1,705.32","36.37K","-0.07%"
"2013년 09월 17일","1,720.61","1,726.92","1,726.92","1,711.42","32.87K","-0.65%"
"2013년 09월 16일","1,731.89","1,725.14","1,731.89","1,721.84","30.92K","1.42%"
"2013년 09월 13일","1,707.71","1,707.22","1,715.93","1,704.78","30.19K","-0.49%"
"2013년 09월 12일","1,716.15","1,719.13","1,730.23","1,708.58","47.87K","-0.20%"
"2013년 09월 11일","1,719.61","1,714.42","1,719.61","1,705.40","34.20K","0.33%"
"2013년 09월 10일","1,713.95","1,695.14","1,713.95","1,695.14","42.37K","1.30%"
"2013년 09월 09일","1,691.92","1,680.81","1,691.92","1,679.67","40.81K","1.16%"
"2013년 09월 06일","1,672.58","1,668.39","1,678.82","1,663.50","35.81K","0.43%"
"2013년 09월 05일","1,665.46","1,659.70","1,669.49","1,653.34","46.92K","1.07%"
"2013년 09월 04일","1,647.89","1,641.68","1,654.54","1,635.70","31.49K","0.02%"
"2013년 09월 03일","1,647.48","1,654.55","1,658.67","1,643.01","32.87K","0.12%"
"2013년 09월 02일","1,645.54","1,653.01","1,656.95","1,644.47","26.79K","-0.45%"
"2013년 08월 30일","1,652.99","1,643.36","1,652.99","1,635.93","34.90K","1.30%"
"2013년 08월 29일","1,631.73","1,616.47","1,639.40","1,615.83","35.13K","1.38%"
"2013년 08월 28일","1,609.46","1,591.17","1,610.16","1,590.13","29.16K","-0.03%"
"2013년 08월 27일","1,609.96","1,605.33","1,619.34","1,603.65","32.26K","0.10%"
"2013년 08월 26일","1,608.39","1,599.68","1,611.15","1,599.68","27.24K","0.93%"
"2013년 08월 23일","1,593.60","1,585.88","1,599.72","1,577.98","29.78K","1.35%"
"2013년 08월 22일","1,572.44","1,568.07","1,581.51","1,564.93","40.48K","-0.69%"
"2013년 08월 21일","1,583.42","1,600.74","1,606.59","1,581.82","33.34K","-0.97%"
"2013년 08월 20일","1,598.90","1,616.72","1,630.27","1,596.40","37.27K","-1.42%"
"2013년 08월 19일","1,621.86","1,622.07","1,623.17","1,614.69","39.39K","-0.22%"
"2013년 08월 16일","1,625.40","1,611.53","1,632.97","1,608.99","31.69K","-0.20%"
"2013년 08월 14일","1,628.61","1,618.12","1,629.53","1,614.84","44.36K","0.66%"
"2013년 08월 13일","1,617.94","1,593.63","1,617.94","1,590.55","34.35K","2.13%"
"2013년 08월 12일","1,584.24","1,577.91","1,594.72","1,577.91","21.83K","0.28%"
"2013년 08월 09일","1,579.84","1,581.37","1,589.40","1,575.56","30.19K","0.06%"
"2013년 08월 08일","1,578.82","1,578.96","1,591.09","1,574.74","26.63K","0.31%"
"2013년 08월 07일","1,573.91","1,587.67","1,589.73","1,573.91","26.83K","-1.79%"
"2013년 08월 06일","1,602.61","1,608.60","1,608.86","1,593.59","27.16K","-0.56%"
"2013년 08월 05일","1,611.64","1,617.78","1,621.47","1,611.64","20.95K","-0.57%"
"2013년 08월 02일","1,620.93","1,632.18","1,637.77","1,619.29","33.59K","0.20%"
"2013년 08월 01일","1,617.64","1,614.07","1,622.88","1,605.00","27.48K","0.38%"
"2013년 07월 31일","1,611.57","1,616.04","1,619.15","1,611.57","27.66K","-0.50%"
"2013년 07월 30일","1,619.74","1,606.33","1,620.10","1,604.27","25.80K","0.92%"
"2013년 07월 29일","1,604.92","1,609.91","1,615.83","1,602.97","37.62K","-0.52%"
"2013년 07월 26일","1,613.28","1,615.93","1,619.74","1,605.27","31.97K","-0.06%"
"2013년 07월 25일","1,614.22","1,609.29","1,617.69","1,606.90","34.04K","0.06%"
"2013년 07월 24일","1,613.21","1,603.91","1,614.84","1,600.92","28.23K","0.57%"
"2013년 07월 23일","1,604.08","1,590.34","1,605.27","1,585.80","38.17K","1.51%"
"2013년 07월 22일","1,580.19","1,582.54","1,594.50","1,574.82","28.82K","0.38%"
"2013년 07월 19일","1,574.25","1,585.70","1,586.55","1,565.87","29.62K","-0.47%"
"2013년 07월 18일","1,581.74","1,590.35","1,592.48","1,577.91","32.12K","-0.79%"
"2013년 07월 17일","1,594.40","1,580.20","1,602.19","1,564.87","37.11K","1.12%"
"2013년 07월 16일","1,576.81","1,586.86","1,587.01","1,570.06","23.89K","-0.65%"
"2013년 07월 15일","1,587.18","1,582.73","1,589.54","1,560.49","25.56K","0.30%"
"2013년 07월 12일","1,582.42","1,587.24","1,587.24","1,575.44","28.60K","-0.54%"
"2013년 07월 11일","1,591.00","1,552.65","1,591.00","1,552.65","39.94K","3.47%"
"2013년 07월 10일","1,537.71","1,546.46","1,548.17","1,531.43","27.86K","-0.18%"
"2013년 07월 09일","1,540.49","1,538.83","1,543.37","1,529.60","28.42K","0.80%"
"2013년 07월 08일","1,528.32","1,539.16","1,549.98","1,520.94","33.51K","-0.94%"
"2013년 07월 05일","1,542.88","1,561.76","1,572.22","1,538.23","37.99K","-0.86%"
"2013년 07월 04일","1,556.28","1,548.41","1,558.03","1,543.52","35.42K","0.81%"
"2013년 07월 03일","1,543.76","1,572.25","1,578.31","1,541.52","38.12K","-1.80%"
"2013년 07월 02일","1,572.05","1,581.87","1,585.71","1,569.58","46.31K","-0.31%"
"2013년 07월 01일","1,576.90","1,575.36","1,589.25","1,572.77","26.50K","-0.56%"
"2013년 06월 28일","1,585.84","1,574.10","1,590.06","1,574.10","39.47K","1.38%"
"2013년 06월 27일","1,564.19","1,538.60","1,568.63","1,538.13","36.33K","3.40%"
"2013년 06월 26일","1,512.80","1,534.83","1,534.83","1,504.77","35.83K","-0.38%"
"2013년 06월 25일","1,518.58","1,517.76","1,539.28","1,510.99","40.57K","-0.53%"
"2013년 06월 24일","1,526.62","1,546.01","1,546.01","1,526.62","28.07K","-1.22%"
"2013년 06월 21일","1,545.50","1,529.97","1,550.05","1,529.97","48.75K","-1.51%"
"2013년 06월 20일","1,569.23","1,578.64","1,588.98","1,563.89","37.02K","-2.02%"
"2013년 06월 19일","1,601.63","1,612.37","1,612.37","1,597.39","29.28K","-0.71%"
"2013년 06월 18일","1,613.11","1,600.92","1,613.11","1,588.76","31.33K","1.04%"
"2013년 06월 17일","1,596.44","1,599.62","1,607.44","1,593.16","31.36K","-0.17%"
"2013년 06월 14일","1,599.08","1,604.27","1,605.69","1,591.61","30.11K","0.38%"
"2013년 06월 13일","1,593.07","1,615.94","1,624.15","1,592.54","40.71K","-1.74%"
"2013년 06월 12일","1,621.20","1,625.92","1,634.39","1,617.29","27.25K","-0.74%"
"2013년 06월 11일","1,633.33","1,650.56","1,651.14","1,624.56","38.24K","-1.00%"
"2013년 06월 10일","1,649.79","1,645.21","1,652.88","1,642.96","30.35K","0.38%"
"2013년 06월 07일","1,643.54","1,675.30","1,675.69","1,643.54","36.32K","-2.47%"
"2013년 06월 05일","1,685.11","1,713.22","1,713.63","1,685.11","38.60K","-1.55%"
"2013년 06월 04일","1,711.72","1,713.91","1,715.96","1,701.70","31.27K","0.29%"
"2013년 06월 03일","1,706.72","1,706.61","1,720.20","1,704.60","28.32K","-0.32%"
"2013년 05월 31일","1,712.18","1,719.23","1,726.88","1,712.18","38.85K","0.09%"
"2013년 05월 30일","1,710.72","1,702.88","1,715.72","1,701.06","41.01K","0.41%"
"2013년 05월 29일","1,703.67","1,693.27","1,712.45","1,693.20","45.17K","0.98%"
"2013년 05월 28일","1,687.08","1,690.44","1,694.95","1,685.88","32.03K","-0.04%"
"2013년 05월 27일","1,687.75","1,682.90","1,692.83","1,680.26","20.01K","0.32%"
"2013년 05월 24일","1,682.41","1,687.65","1,689.45","1,671.86","30.43K","0.30%"
"2013년 05월 23일","1,677.30","1,690.29","1,696.26","1,677.30","37.02K","-1.28%"
"2013년 05월 22일","1,699.04","1,694.13","1,703.87","1,691.93","37.34K","0.92%"
"2013년 05월 21일","1,683.58","1,701.03","1,702.09","1,680.08","28.53K","-0.30%"
"2013년 05월 20일","1,688.72","1,692.84","1,697.69","1,688.17","36.94K","-0.03%"
"2013년 05월 16일","1,689.25","1,682.21","1,694.68","1,682.21","46.67K","1.00%"
"2013년 05월 15일","1,672.59","1,672.34","1,673.95","1,666.01","30.47K","0.07%"
"2013년 05월 14일","1,671.43","1,655.61","1,673.04","1,654.88","31.72K","1.29%"
"2013년 05월 13일","1,650.12","1,636.42","1,650.12","1,634.72","22.61K","0.27%"
"2013년 05월 10일","1,645.74","1,672.26","1,672.26","1,645.52","35.17K","-1.83%"
"2013년 05월 09일","1,676.49","1,658.90","1,679.71","1,657.29","46.73K","1.46%"
"2013년 05월 08일","1,652.43","1,658.65","1,660.68","1,648.83","29.29K","-0.00%"
"2013년 05월 07일","1,652.51","1,663.52","1,663.93","1,651.00","25.86K","-0.68%"
"2013년 05월 06일","1,663.88","1,681.44","1,686.10","1,662.03","32.41K","-0.40%"
"2013년 05월 03일","1,670.64","1,674.67","1,675.11","1,663.26","34.88K","0.36%"
"2013년 05월 02일","1,664.73","1,665.94","1,672.40","1,661.39","37.31K","-0.13%"
"2013년 04월 30일","1,666.92","1,648.96","1,672.30","1,648.90","35.96K","1.49%"
"2013년 04월 29일","1,642.50","1,653.27","1,653.44","1,638.99","25.96K","-0.40%"
"2013년 04월 26일","1,649.10","1,656.90","1,659.28","1,647.81","29.34K","-0.67%"
"2013년 04월 25일","1,660.17","1,642.19","1,660.17","1,641.52","39.04K","1.11%"
"2013년 04월 24일","1,641.96","1,643.12","1,646.73","1,630.17","33.12K","0.63%"
"2013년 04월 23일","1,631.68","1,640.95","1,641.05","1,623.16","25.42K","-0.70%"
"2013년 04월 22일","1,643.25","1,622.48","1,643.25","1,619.06","26.71K","1.13%"
"2013년 04월 19일","1,624.86","1,616.73","1,628.23","1,605.91","32.34K","0.33%"
"2013년 04월 18일","1,619.49","1,640.90","1,643.59","1,618.90","36.41K","-1.63%"
"2013년 04월 17일","1,646.28","1,661.12","1,662.32","1,635.45","47.59K","-0.13%"
"2013년 04월 16일","1,648.45","1,627.86","1,655.10","1,626.09","44.13K","0.14%"
"2013년 04월 15일","1,646.21","1,639.91","1,654.23","1,633.25","38.10K","-0.20%"
"2013년 04월 12일","1,649.59","1,683.88","1,686.30","1,645.35","39.97K","-1.81%"
"2013년 04월 11일","1,679.95","1,675.35","1,679.95","1,659.44","39.09K","0.66%"
"2013년 04월 10일","1,668.86","1,670.37","1,675.64","1,661.06","30.86K","0.72%"
"2013년 04월 09일","1,657.00","1,657.32","1,670.00","1,641.14","28.21K","0.03%"
"2013년 04월 08일","1,656.55","1,656.24","1,666.05","1,648.88","26.43K","0.07%"
"2013년 04월 05일","1,655.34","1,670.43","1,675.38","1,645.53","35.73K","-1.58%"
"2013년 04월 04일","1,681.91","1,686.59","1,689.85","1,668.70","35.32K","-1.40%"
"2013년 04월 03일","1,705.76","1,712.17","1,714.70","1,696.88","29.24K","-0.22%"
"2013년 04월 02일","1,709.48","1,718.43","1,724.77","1,698.56","43.22K","-0.49%"
"2013년 04월 01일","1,717.92","1,730.85","1,731.20","1,716.84","19.07K","-0.43%"
"2013년 03월 29일","1,725.39","1,730.57","1,734.94","1,724.55","27.84K","0.53%"
"2013년 03월 28일","1,716.26","1,713.55","1,718.55","1,709.70","26.99K","-0.06%"
"2013년 03월 27일","1,717.25","1,716.23","1,721.64","1,698.28","29.82K","0.54%"
"2013년 03월 26일","1,708.09","1,698.90","1,716.39","1,697.83","33.49K","0.45%"
"2013년 03월 25일","1,700.45","1,690.67","1,703.89","1,689.44","31.37K","1.81%"
"2013년 03월 22일","1,670.22","1,673.28","1,679.45","1,669.14","29.77K","-0.21%"
"2013년 03월 21일","1,673.68","1,691.07","1,695.46","1,673.68","29.45K","-0.52%"
"2013년 03월 20일","1,682.39","1,688.47","1,702.09","1,682.39","29.43K","-0.97%"
"2013년 03월 19일","1,698.84","1,697.59","1,710.52","1,691.51","29.47K","0.65%"
"2013년 03월 18일","1,687.87","1,693.86","1,700.17","1,687.51","26.48K","-1.10%"
"2013년 03월 15일","1,706.65","1,732.51","1,732.51","1,706.65","37.51K","-1.07%"
"2013년 03월 14일","1,725.12","1,728.24","1,728.24","1,704.00","33.47K","-0.10%"
"2013년 03월 13일","1,726.84","1,720.30","1,727.46","1,714.57","26.22K","0.50%"
"2013년 03월 12일","1,718.22","1,734.30","1,735.15","1,715.36","23.17K","-0.79%"
"2013년 03월 11일","1,731.89","1,729.37","1,737.18","1,715.93","29.42K","-0.21%"
"2013년 03월 08일","1,735.58","1,735.67","1,739.69","1,726.78","26.63K","-0.28%"
"2013년 03월 07일","1,740.38","1,755.03","1,755.03","1,734.04","30.92K","-1.02%"
"2013년 03월 06일","1,758.23","1,769.06","1,770.06","1,753.14","37.94K","0.33%"
"2013년 03월 05일","1,752.38","1,759.77","1,768.73","1,752.38","31.37K","0.15%"
"2013년 03월 04일","1,749.70","1,765.75","1,766.66","1,746.61","30.71K","-0.61%"
"2013년 02월 28일","1,760.52","1,756.24","1,768.56","1,753.44","32.82K","1.05%"
"2013년 02월 27일","1,742.20","1,749.14","1,757.48","1,741.02","26.15K","0.09%"
"2013년 02월 26일","1,740.56","1,734.10","1,747.82","1,732.62","45.42K","-0.52%"
"2013년 02월 25일","1,749.65","1,761.71","1,763.02","1,749.55","22.59K","-0.47%"
"2013년 02월 22일","1,757.87","1,749.14","1,770.43","1,748.87","30.32K","-0.03%"
"2013년 02월 21일","1,758.34","1,755.05","1,763.16","1,752.55","31.31K","-0.37%"
"2013년 02월 20일","1,764.80","1,734.33","1,764.80","1,732.83","44.63K","2.45%"
"2013년 02월 19일","1,722.66","1,719.65","1,728.99","1,717.50","21.50K","0.15%"
"2013년 02월 18일","1,720.05","1,718.44","1,725.81","1,713.12","23.09K","-0.10%"
"2013년 02월 15일","1,721.70","1,721.72","1,723.15","1,715.03","43.93K","0.02%"
"2013년 02월 14일","1,721.38","1,719.70","1,729.32","1,714.18","26.70K","0.20%"
"2013년 02월 13일","1,717.97","1,697.71","1,719.28","1,692.65","30.81K","1.63%"
"2013년 02월 12일","1,690.42","1,701.31","1,701.71","1,687.82","22.68K","-0.03%"
"2013년 02월 08일","1,690.89","1,665.30","1,697.33","1,663.67","33.25K","1.47%"
"2013년 02월 07일","1,666.40","1,670.62","1,678.71","1,664.97","27.07K","-0.04%"
"2013년 02월 06일","1,667.11","1,675.07","1,676.08","1,666.65","30.53K","-0.26%"
"2013년 02월 05일","1,671.40","1,666.51","1,677.75","1,661.71","32.04K","-0.73%"
"2013년 02월 04일","1,683.75","1,701.01","1,701.58","1,682.35","25.95K","-0.35%"
"2013년 02월 01일","1,689.65","1,695.75","1,699.04","1,675.03","32.14K","-0.11%"
"2013년 01월 31일","1,691.49","1,686.85","1,692.45","1,681.06","38.91K","-0.05%"
"2013년 01월 30일","1,692.41","1,689.93","1,694.99","1,678.45","35.52K","0.54%"
"2013년 01월 29일","1,683.40","1,672.19","1,687.03","1,669.97","41.87K","1.16%"
"2013년 01월 28일","1,664.16","1,667.43","1,670.35","1,656.56","42.12K","-0.70%"
"2013년 01월 25일","1,675.96","1,696.88","1,697.30","1,667.38","40.55K","-1.19%"
"2013년 01월 24일","1,696.15","1,704.15","1,711.92","1,691.62","35.64K","-1.01%"
"2013년 01월 23일","1,713.52","1,732.33","1,737.88","1,713.52","32.29K","-0.56%"
"2013년 01월 22일","1,723.25","1,707.65","1,726.48","1,705.44","33.56K","0.87%"
"2013년 01월 21일","1,708.46","1,711.41","1,715.37","1,696.05","28.37K","-0.26%"
"2013년 01월 18일","1,712.95","1,716.16","1,716.54","1,702.22","31.64K","0.57%"
"2013년 01월 17일","1,703.21","1,713.38","1,716.71","1,693.50","27.45K","-0.22%"
"2013년 01월 16일","1,706.90","1,714.71","1,724.56","1,699.23","35.81K","-0.22%"
"2013년 01월 15일","1,710.66","1,734.13","1,743.18","1,710.66","37.35K","-1.31%"
"2013년 01월 14일","1,733.38","1,719.34","1,733.38","1,714.62","32.56K","0.65%"
"2013년 01월 11일","1,722.24","1,744.73","1,745.23","1,710.31","33.10K","-0.66%"
"2013년 01월 10일","1,733.72","1,720.49","1,735.51","1,713.99","35.24K","0.89%"
"2013년 01월 09일","1,718.37","1,729.50","1,736.50","1,715.52","27.79K","-0.40%"
"2013년 01월 08일","1,725.31","1,730.39","1,738.13","1,725.31","29.71K","-0.78%"
"2013년 01월 07일","1,738.90","1,738.55","1,742.51","1,724.62","29.99K","-0.01%"
"2013년 01월 04일","1,739.05","1,749.29","1,750.42","1,730.39","38.71K","-0.77%"
"2013년 01월 03일","1,752.58","1,775.76","1,776.26","1,752.55","48.87K","-0.80%"
"2013년 01월 02일","1,766.70","1,745.95","1,768.89","1,744.87","36.70K","2.10%"
"2012년 12월 28일","1,730.31","1,718.89","1,736.22","1,718.89","24.46K","0.46%"
"2012년 12월 27일","1,722.38","1,716.35","1,723.49","1,708.30","23.69K","0.24%"
"2012년 12월 26일","1,718.18","1,729.72","1,739.06","1,717.78","29.09K","-0.11%"
"2012년 12월 24일","1,719.99","1,720.08","1,724.46","1,713.54","28.10K","0.19%"
"2012년 12월 21일","1,716.72","1,742.81","1,742.81","1,712.93","47.01K","-1.33%"
"2012년 12월 20일","1,739.78","1,743.56","1,748.52","1,731.81","46.92K","0.21%"
"2012년 12월 18일","1,736.06","1,732.85","1,736.06","1,723.35","38.80K","0.53%"
"2012년 12월 17일","1,726.94","1,736.23","1,742.39","1,724.81","36.96K","-0.75%"
"2012년 12월 14일","1,740.01","1,735.17","1,747.79","1,730.52","33.35K","-0.55%"
"2012년 12월 13일","1,749.70","1,723.85","1,749.70","1,723.42","52.36K","1.65%"
"2012년 12월 12일","1,721.29","1,718.27","1,721.31","1,714.08","44.12K","0.51%"
"2012년 12월 11일","1,712.55","1,709.55","1,713.35","1,703.38","39.47K","0.42%"
"2012년 12월 10일","1,705.34","1,712.13","1,716.25","1,704.37","26.14K","0.22%"
"2012년 12월 07일","1,701.59","1,692.43","1,707.54","1,692.13","32.44K","0.67%"
"2012년 12월 06일","1,690.20","1,686.67","1,692.07","1,681.39","34.23K","0.40%"
"2012년 12월 05일","1,683.44","1,669.17","1,684.85","1,666.82","25.64K","0.76%"
"2012년 12월 04일","1,670.76","1,670.05","1,673.68","1,662.74","20.96K","-0.38%"
"2012년 12월 03일","1,677.19","1,669.77","1,679.63","1,667.02","28.42K","0.76%"
"2012년 11월 30일","1,664.59","1,668.17","1,679.70","1,662.95","40.42K","-0.30%"
"2012년 11월 29일","1,669.55","1,658.72","1,669.75","1,658.40","41.16K","1.13%"
"2012년 11월 28일","1,650.89","1,650.65","1,655.00","1,646.28","30.12K","-0.68%"
"2012년 11월 27일","1,662.19","1,648.87","1,668.86","1,646.74","37.92K","1.25%"
"2012년 11월 26일","1,641.65","1,653.93","1,654.31","1,641.00","26.44K","-0.44%"
"2012년 11월 23일","1,648.88","1,637.09","1,648.88","1,632.82","24.22K","0.89%"
"2012년 11월 22일","1,634.34","1,624.95","1,638.55","1,623.20","24.97K","1.15%"
"2012년 11월 21일","1,615.83","1,625.06","1,627.94","1,610.24","28.31K","-0.19%"
"2012년 11월 20일","1,618.90","1,623.58","1,624.40","1,615.37","26.70K","0.85%"
"2012년 11월 19일","1,605.29","1,599.68","1,612.81","1,598.80","26.56K","0.85%"
"2012년 11월 16일","1,591.76","1,593.40","1,601.01","1,588.20","34.08K","-0.41%"
"2012년 11월 15일","1,598.29","1,598.50","1,601.83","1,590.66","30.59K","-1.29%"
"2012년 11월 14일","1,619.19","1,612.71","1,619.19","1,605.79","38.23K","0.53%"
"2012년 11월 13일","1,610.71","1,618.93","1,619.64","1,602.07","28.08K","-0.40%"
"2012년 11월 12일","1,617.24","1,614.54","1,620.56","1,608.15","25.40K","-0.20%"
"2012년 11월 09일","1,620.50","1,609.49","1,624.35","1,598.25","34.04K","-0.61%"
"2012년 11월 08일","1,630.41","1,631.72","1,636.19","1,626.17","39.13K","-1.41%"
"2012년 11월 07일","1,653.71","1,648.96","1,653.71","1,633.44","33.87K","0.58%"
"2012년 11월 06일","1,644.20","1,630.71","1,644.97","1,627.96","32.80K","1.05%"
"2012년 11월 05일","1,627.04","1,624.92","1,635.00","1,624.19","33.82K","-0.71%"
"2012년 11월 02일","1,638.75","1,637.66","1,642.66","1,632.09","40.16K","1.44%"
"2012년 11월 01일","1,615.51","1,621.09","1,623.84","1,606.62","44.28K","-0.98%"
"2012년 10월 31일","1,631.49","1,634.70","1,637.91","1,630.27","29.22K","0.56%"
"2012년 10월 30일","1,622.41","1,619.50","1,635.72","1,618.32","25.45K","0.33%"
"2012년 10월 29일","1,617.04","1,621.96","1,625.56","1,609.98","37.15K","0.32%"
"2012년 10월 26일","1,611.86","1,633.49","1,637.66","1,611.86","31.50K","-1.85%"
"2012년 10월 25일","1,642.29","1,617.18","1,642.29","1,615.19","37.29K","1.05%"
"2012년 10월 24일","1,625.26","1,623.02","1,633.77","1,616.64","45.40K","-0.96%"
"2012년 10월 23일","1,640.96","1,658.31","1,658.31","1,640.96","27.98K","-0.99%"
"2012년 10월 22일","1,657.41","1,631.46","1,658.44","1,630.61","24.47K","-0.27%"
"2012년 10월 19일","1,661.90","1,674.02","1,678.00","1,659.52","24.74K","-1.11%"
"2012년 10월 18일","1,680.59","1,671.94","1,683.15","1,668.06","32.09K","0.76%"
"2012년 10월 17일","1,667.96","1,668.17","1,675.71","1,660.36","32.80K","0.86%"
"2012년 10월 16일","1,653.67","1,651.08","1,656.09","1,644.34","27.58K","1.19%"
"2012년 10월 15일","1,634.30","1,634.91","1,645.15","1,629.39","27.09K","-0.39%"
"2012년 10월 12일","1,640.66","1,651.02","1,651.02","1,636.27","24.65K","-0.38%"
